,character,quote,scene,location,view,episode,date,series,file
14,RIKER,   Spread out... twenty five meter   radius... our window back closes   in nine minutes...,7    EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
15,WORF,   Commander...,7    EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
16,WORF,   Commander Riker...,7    EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
17,GEORDI,       COMMANDER RIKER... WORF... HEY   UP THERE...,10   INT. PIT,PIT,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
18,WORF,"   Four minutes to beam-up, sir.",10   INT. PIT,PIT,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
19,RIKER,   Where is he? Wait here...,10   INT. PIT,PIT,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
20,GEORDI,   La Forge to Riker... La Forge to   Worf...       HEY...,10   INT. PIT,PIT,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
21,RIKER,   GEORDI...,10   INT. PIT,PIT,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
22,RIKER,"       Lieutenant Worf, maintain your   position.",10   INT. PIT,PIT,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
23,PICARD ,"   Captain's log, Stardate 43349.2.   An unidentified distress signal   has led to the discovery of a   crashed Romulan vessel on the   surface of Galorndon Core, a   Federation planet.",16A  EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
24,PICARD ,       We have recovered one survivor.   Lieutenant Commander La Forge   did not report back with the away   team and is still missing on the   surface.,17   INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
25,BEVERLY,   Get him to Sickbay.,17   INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
26,WORF,   Secure Sickbay. Post guards in   visual contact at all times.,17   INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
27,BEVERLY,"   He's not going anywhere,   Lieutenant.",17   INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
28,O'BRIEN,"   I'm sorry, Commander... There's   just no way to lock in on anything   down there...",17   INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
29,RIKER,"       Keep trying, Mister O'Brien.",17   INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
30,O'BRIEN,"    (shakes his head,     useless)   The electrical storms are creating   thousands of ghosts...",17   INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
31,RIKER,       Then beam some of the ghosts up   here... one of them may be La   Forge.       Request permission to lead another   away team...,17   INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
32,PICARD,   Denied.       When we get another window in the   storms.,17   INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
33,PICARD,   The crash site?,17   INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
34,RIKER,   The Romulan craft's a total loss.   There's nothing there to salvage   -- unless we do it with tweezers.,18.	INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
35,PICARD,   No sign of others...,18.	INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
36,RIKER,       We could barely see two meters   in front of us down there...,18.	INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
37,PICARD,"   It certainly is the last place   one would expect a Romulan   encroachment.       On the other hand, Galorndon Core   would provide ideal cover for an   opening move of a new offensive.",18.	INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
38,RIKER,       I doubt they were there for the   climate.,18.	INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
39,BEVERLY,"   We thought it would be like   working on a Vulcan, but there   are subtle differences... too many   of them...",25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
40,PICARD,   Can you treat him?,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
41,BEVERLY,   He has cell damage in vital   areas... He's going to need a   transfusion of compatible   ribosomes in order to recover.   I'm setting up a schedule to   test every member of the crew.,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
42,RIKER,   Will he survive?,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
43,BEVERLY,   I can't answer that yet.,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
44,RIKER,   Let me put it another way -- will   he survive long enough to tell   us what he was doing here?,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
45,PICARD,"   It is an important consideration,   Doctor.",25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
46,BEVERLY,   I can't put his life in any   additional jeopardy...,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
47,PICARD,   Nor would we ask you to.,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
48,BEVERLY,   I can bring him around for a few   minutes...,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
49,BEVERLY,   There is one serious complication.   His brainwaves indicate early   neural-pathway degeneration.,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
50,RIKER,   A head injury?,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
51,BEVERLY,       There was no obvious cranial   trauma. I'm guessing the exposure   to the magnetic fields on the   surface was slowly breaking down   his synaptic connections.,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
52,RIKER,   Will it affect Geordi the same   way?,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
53,RIKER,   You are aboard the Federation   Starship Enterprise.       We are treating your injuries.   How long were you on Galorndon   Core?       Do you understand me?,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
54,PATAHK,   I will not answer questions.,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
55,RIKER,   We must know if there are any   other survivors on the surface.,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
56,PATAHK,   I am alone. I will not answer   any questions.,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
57,RIKER,   Is there a mother ship we should   advise of your condition?,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
58,PICARD,   The only answer he offers is that   he was alone...,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
59,RIKER,   ... which suggests he wasn't.,25   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
60,RIKER,   Something that can cut through   the storm... to give us some way   to signal him...,32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
61,WESLEY,   A neutrino pulse...,32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
62,WESLEY,   We could build a portable neutrino   source and send it in a probe to   the surface. It would be like   a beacon.,32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
63,DATA,   A neutrino pulse would send   non-charged particles back up   through the atmosphere... and   would be detectable by Geordi's   VISOR.,32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
64,WESLEY,   He'll be able to show us that he's   found it by modifying the   pulse...,32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
65,PICARD,       Make it so.,32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
66,DATA,"   Captain, I have a new transmission   on a parallel frequency to the   distress call...",32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
67,PICARD,   From the planet?,32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
68,DATA,   No sir... from inside the Romulan   Zone. We should be able to view   the transmission.,32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
69,PICARD,   On screen.,32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
70,TOMALAK,"   Tomalak to Pi.       We have received your distress   signal. Respond.       If you can hear me, we are   entering the Neutral Zone now...   We will reach you in six hours.",32   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
71,PICARD,"   Mister Worf, hail the Romulan   vessel.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
72,WORF,"   Frequency open, sir.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
73,PICARD,   Romulan vessel. This is Captain   Jean-Luc Picard of the Federation   Starship Enterprise.,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
74,WORF,"   The frequency is open, sir.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
75,PICARD,"   Commander Tomalak, we have   intercepted your transmission.   You are not to enter Federation   space.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
76,TOMALAK,"   Captain Picard, my apologies.   If I had known you were in this   sector, I certainly would have   advised you before crossing the   Neutral Zone.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
77,PICARD,       Really...,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
78,TOMALAK,"   I'm sure you'll understand when   I explain. Simply, one of our   ships had a slight navigational   error and apparently crashed on   Galorndon Core.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
79,PICARD,"   A ""slight"" navigational error.   Nearly half a light year past the   Neutral Zone.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
80,TOMALAK,"   I assure you, Captain, no   aggression was intended.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
81,PICARD,"   Commander, we have recovered one   of your survivors.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
82,TOMALAK,   He is on board your ship?,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
83,PICARD,   We are treating him for severe   injuries.,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
84,TOMALAK,   And his craft?,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
85,PICARD,       Destroyed... deliberately... after   the crash.,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
86,TOMALAK,       Standard procedure for all Romulan   crews.,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
87,PICARD,"   For all Romulan crews in enemy   space... which would suggest they   knew where they were, Commander.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
88,TOMALAK,"       If I were lost and uncertain, I   would not take any chances. Nor   I suspect would you, Captain.   May I speak to him?",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
89,PICARD,   He is not conscious... and not   well enough to leave Sickbay.,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
90,BEVERLY,"   Captain, with your permission...",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
91,BEVERLY,"   I am Doctor Crusher, the medical   officer. We are doing everything   we can for him and it still may   not be enough. Any medical   guidance your ship's doctor can   offer...",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
92,TOMALAK,"       My dear, there is no way to talk   you through the intricacies of   Romulan medicine. His life is in   your hands.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
93,TOMALAK,       I assume that you are prepared   to leave at once and rendezvous   with me in the Neutral Zone.,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
94,PICARD,   I have an away team on the   surface. We are waiting for a   window in the storm to beam them   back.,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
95,TOMALAK,   And then you will return my   officer?,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
96,PICARD,   Are there any other Romulans we   should be looking to recover from   Galorndon Core... ?,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
97,TOMALAK,"   No. It was a one-man craft.       Captain, we will be at the   Federation border of the Neutral   Zone in roughly five hours. We   will expect you to rendezvous at   that time.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
98,PICARD,   Counselor?,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
99,TROI,"   There is great hostility behind   his smile, Captain. To complete   his mission, he will stop at   nothing.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
100,RIKER,   Including the Neutral Zone border?,35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
101,WORF,"   Sir, I see no reason to return   the Romulan to his ship. He   should be held and interrogated.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
102,RIKER,"   We do have a right to detain him,   Captain.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
103,PICARD,"   Without clear evidence of intent,   it would not be a simple matter.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
104,RIKER,"       This was obviously not pilot's   error, Captain... it requires a   response from us.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
105,PICARD,"       We must measure the response   carefully, Number One. Or history   may remember Galorndon Core   alongside Pearl Harbor and Station   Salem-One... as the stage for   a bloody preamble to war.",35   INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
106,GEORDI,   What the hell... ?,37   EXT. SHELTERED AREA (OPTICAL),SHELTERED AREA,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
107,GEORDI,   About five degrees off... huh.   The water maybe... ?,37   EXT. SHELTERED AREA (OPTICAL),SHELTERED AREA,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
108,BEVERLY,   I want him off all the drugs...   they aren't doing anything...       Doctor Crusher to Picard.,38   INT. SICKBAY,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
109,PICARD,   Go ahead.,39   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
110,BEVERLY,   My patient is not responding to   treatment.,39   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
111,PICARD,   You haven't found a compatible   ribosome donor?,39   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
112,BEVERLY,   The lab is still processing the   tests... early results indicate   humans have far too many   biorejection factors. I've also   ruled out the Vulcans we've   tested.,39   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
113,BEVERLY,"       We'll try a little old-fashioned   country medicine... keep the   fever down, try to let the body   heal itself...",39   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
114,PICARD,   Keep me advised. Picard out.,39   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
115,WESLEY,"   Captain, the neutrino beacon is   operational. We've placed it   aboard a class three probe.",39   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
116,PICARD,"   Well done, Ensign.       Launch the probe.",39   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
117,WORF,"   Probe has entered the atmosphere,   sir.",42   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
118,DATA,   The neutrino stream is coming in   strongly. Sensors are tracking   the probe despite the   interference.,42   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
119,GEORDI,   This better not be another   malfunction...,43   EXT. SHELTERED AREA,SHELTERED AREA,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
120,GEORDI ,   A stationary neutrino source...,43   EXT. SHELTERED AREA,SHELTERED AREA,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
121,GEORDI,       Wesley Crusher.,43   EXT. SHELTERED AREA,SHELTERED AREA,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
122,BOCHRA,   You are my prisoner.,50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
123,GEORDI,"   Right. Congratulations.   Certainly, a strategic triumph   for the Romulan Empire.",50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
124,BOCHRA,   Stay there.,50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
125,GEORDI,"   My shoes are getting full of   sand... I just hate that, don't   you? You think we could just   maybe move outta the...",50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
126,BOCHRA,       How many other Federation troops   are with you?,50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
127,GEORDI,"   We just stopped by to rescue you,   big fella... which I'm still   willing to do if you'll put that   down...",50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
128,GEORDI,   Or we can just stand here and take   in the view...,50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
129,BOCHRA,   Your name and rank.,50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
130,GEORDI,   Lieutenant Commander Geordi La   Forge. I don't believe I caught   yours... ?,50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
131,BOCHRA,   A Romulan ship will arrive   shortly... you will accompany me   on board...,50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
132,GEORDI,"   Uh, I really don't think that's   gonna happen, Ensign... or is it   Commodore...    (a beat, Bochra doesn't     react)   Yeah, see... we heard your message   too... and well, the fleet's in,   Commodore. Sky's full of   Federation ships.",50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
133,BOCHRA,   You're lying.,50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
134,GEORDI,"   I never lie when I've got sand   in my shoes, Commodore.",50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
135,BOCHRA,   Get up.,50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
136,GEORDI,   Seriously. There's only one way   out of here. Put that down and   I'll take you back to my ship as   soon as there's a window in the   storm...,50   EXT. GALORNDON SURFACE,GALORNDON SURFACE,EXT.,The Enemy,1989-09-11,The Next Generation,155.txt
137,GEORDI,   You gotta be kidding.,54   INT. GALORNDON CAVE,GALORNDON CAVE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
138,BOCHRA,   Sit.,54   INT. GALORNDON CAVE,GALORNDON CAVE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
139,GEORDI,"       Welcome to Galorndon Core, where   no good deed goes unpunished...",54   INT. GALORNDON CAVE,GALORNDON CAVE,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
140,WORF,"   Yes, Doctor...",55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
141,BEVERLY,"   Lieutenant. Good. Come in.   Please, sit down...",55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
142,BEVERLY,   We've finally found a compatible   ribosome match for the Romulan.   But only one. You.,55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
143,WORF,   That is impossible. I am a   Klingon.,55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
144,BEVERLY,"   Different species, yes. But   Humans, Romulans, Vulcans,   Klingons, Betazoids -- we're all   genetically similar. We have   comparable cell structures. And   you have what this Romulan   needs. There's absolutely no   risk to you...",55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
145,BEVERLY,   You did understand that was the   purpose of all the testing...,55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
146,WORF,   I have no objection to tests.,55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
147,BEVELRY,       You have an objection to being   a donor.,55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
148,WORF,   Yes.,55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
149,BEVERLY,"   Lieutenant, I understand your   feelings about the Romulans.   But this is not the time or   place...",55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
150,WORF,"   If you had seen them kill your   parents, you would understand,   Doctor. It is always the time   and place for those feelings.",55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
151,BEVERLY,   This Romulan did not kill your   parents. And you are the only   one who can save his life.,55   INT. SICKBAY - BEVERLY'S OFFICE,SICKBAY,INT.,The Enemy,1989-09-11,The Next Generation,155.txt
